Type,QuestionText,CorrectAnswer,TextKeywords,Course add id from coures sheet,
Text,Explain the purpose of the I/O scheduler in an operating system.,The I/O scheduler prioritizes and manages input/output operations to optimize the use of storage devices and enhance overall system performance.,"I/O Scheduler, Input/Output Operations, System Performance",23,928
MCQ,What is the primary purpose of the kernel in an operating system? A. Execute user applications B. Manage system resources and provide essential services C. Facilitate user interaction,B,,23,929
MCQ,What does the file system in an operating system primarily manage? A. User interfaces B. Files on storage devices C. System resources,B,,23,930
MCQ,What is the role of a device driver in an operating system? A. Manage system resources B. Facilitate communication between the operating system and hardware devices C. Provide a user interface,B,,23,931
MCQ,What is the concept of virtual memory in operating systems? A. Physical memory only B. Extending available physical memory by using disk space C. Memory shared by multiple users,B,,23,932
MCQ,What does the system call interface in an operating system provide? A. Communication between devices B. Essential services for the kernel C. A set of functions for user programs to request services from the operating system,C,,23,933
MCQ,What is the primary goal of process scheduling in an operating system? A. Optimize resource utilization B. Facilitate communication between processes C. Manage file systems,A,,23,934
MCQ,What is the purpose of the shell in an operating system? A. Manage device drivers B. Provide a user interface for interaction C. Execute system calls,B,,23,935
MCQ,What is deadlock in the context of operating systems? A. Efficient process execution B. A state where processes cannot proceed because each is waiting for the other to release a resource C. Smooth system operation,B,,23,936
MCQ,What is the role of an interrupt in an operating system? A. Facilitate system calls B. Halt the normal execution of a program to handle a specific event C. Manage file systems,B,,23,937
MCQ,"What does the term ""paging"" refer to in virtual memory systems? A. Dividing physical memory into fixed-size blocks B. Sharing memory between processes C. Managing disk space",A,,23,938
MCQ,What is the significance of the cache memory in a computer system? A. Stores infrequently accessed data B. Reduces the time it takes for the CPU to retrieve information C. Manages file systems,B,,23,939
MCQ,What does a device driver facilitate in an operating system? A. Communication between the kernel and user applications B. Communication between hardware devices and the operating system C. Execution of system calls,B,,23,940
MCQ,What is the purpose of the file allocation table (FAT) in file systems? A. Manages file storage B. Stores information about file locations and statuses C. Allocates memory for user applications,B,,23,941
MCQ,What is the primary function of the page table in virtual memory systems? A. Manages system resources B. Maps virtual addresses to physical addresses C. Allocates memory for processes,B,,23,942
MCQ,What is the primary role of the bootloader in the boot process? A. Execute user applications B. Load the operating system into memory during startup C. Manage file systems,B,,23,943
MCQ,"How does virtualization benefit operating systems? A. Reduces the number of available resources B. Creates virtual instances of hardware, allowing multiple operating systems to run simultaneously C. Limits the execution of user applications",B,,23,944
MCQ,What does the I/O scheduler in an operating system primarily optimize? A. User interfaces B. Input/output operations to enhance system performance C. Process scheduling,B,,23,945
MCQ,What is the purpose of the cache memory in a computer system? A. Stores infrequently accessed data B. Reduces the time it takes for the CPU to retrieve information C. Allocates memory for system processes,B,,23,946
MCQ,How does the system call interface in an operating system benefit user programs? A. Facilitates hardware communication B. Provides a set of functions to request services from the operating system C. Manages file systems,B,,23,947
MCQ,What is the primary goal of process scheduling in an operating system? A. Optimize resource utilization B. Facilitate communication between processes C. Manage file systems,A,,23,948
T/F,An interrupt is a signal that halts the normal execution of a program to handle a specific event.,TRUE,,23,949
T/F,The primary purpose of the kernel in an operating system is to execute user applications.,FALSE,,23,950
T/F,Paging in virtual memory systems involves dividing physical memory into fixed-size blocks.,TRUE,,23,951
T/F,The file system in an operating system primarily manages system resources.,FALSE,,23,952
T/F,"Virtualization involves creating virtual instances of hardware, allowing multiple operating systems to run on the same physical machine.",TRUE,,23,953
T/F,Device drivers facilitate communication between the operating system and hardware devices.,TRUE,,23,954
T/F,The shell in an operating system provides a graphical user interface for interaction.,FALSE,,23,955
T/F,Process scheduling in an operating system primarily manages file systems.,FALSE,,23,956
T/F,The purpose of the cache memory in a computer system is to store infrequently accessed data.,FALSE,,23,957
T/F,Deadlock in the context of operating systems occurs when processes are unable to proceed because each is waiting for the other to release a resource.,TRUE,,23,958
T/F,The system call interface in an operating system provides a set of functions for user programs to request services from the kernel.,TRUE,,23,959
T/F,The bootloader is responsible for managing file systems during the boot process.,FALSE,,23,960
T/F,Multitasking in an operating system allows the execution of only one task at a time.,FALSE,,23,961
T/F,The cache memory in a computer system primarily manages file systems.,FALSE,,23,962
T/F,Virtual memory in operating systems extends the available physical memory by using network resources.,FALSE,,23,963
T/F,An I/O scheduler in an operating system prioritizes and manages input/output operations to optimize system responsiveness.,TRUE,,23,964
T/F,The primary role of the file allocation table (FAT) is to allocate memory for user applications.,FALSE,,23,965
T/F,Kernel panic is a state where processes cannot proceed because each is waiting for the other to release a resource.,FALSE,,23,966
T/F,The primary function of the page table in virtual memory systems is to manage system resources.,FALSE,,23,967
T/F,The shell in an operating system is responsible for managing device drivers.,FALSE,,23,968
Text,What is the purpose of the OSI model in computer networks?,The OSI model provides a conceptual framework for understanding and designing network architectures with seven layers.,"OSI Model, Network Architecture, Layers",24,969
Text,Explain the difference between a hub and a switch in networking.,"A hub operates at the physical layer and broadcasts data to all connected devices, while a switch operates at the data link layer and selectively forwards data based on MAC addresses.","Hub, Switch, Physical Layer, Data Link Layer, MAC Address",24,970
Text,"Define the term ""IP address"" and its role in networking.","An IP address is a numerical label assigned to each device participating in a computer network, serving two main functions: host or network interface identification and location addressing.","IP Address, Network Device, Identification, Location Addressing",24,971
Text,What is the purpose of DNS (Domain Name System) in networking?,"DNS translates human-readable domain names into IP addresses, facilitating the identification of network resources.","DNS, Domain Name System, IP Address, Network Resources",24,972
Text,Explain the concept of subnetting in IP networking.,"Subnetting involves dividing a larger network into smaller subnetworks, providing better control over IP address allocation and network organization.","Subnetting, IP Networking, Subnetworks",24,973
Text,What is the significance of the TCP/IP protocol suite in computer networks?,The TCP/IP protocol suite is the foundation of the internet and consists of protocols that enable communication between devices on a network.,"TCP/IP, Protocol Suite, Internet Communication",24,974
Text,"Define the terms ""upload"" and ""download"" in the context of network data transfer.","Upload refers to sending data from a local device to a remote server, while download involves receiving data from a remote server to a local device.","Upload, Download, Data Transfer, Network",24,975
Text,What is the purpose of firewalls in network security?,"Firewalls are network security devices that monitor and control incoming and outgoing network traffic, acting as a barrier between trusted and untrusted networks.","Firewall, Network Security, Traffic Monitoring",24,976
Text,Explain the role of routers in computer networks.,"Routers facilitate the forwarding of data packets between different networks, determining the most efficient path for data transmission.","Router, Data Packet Forwarding, Network Communication",24,977
Text,What is the function of the ARP (Address Resolution Protocol) in networking?,"ARP maps an IP address to a physical MAC address, allowing devices to communicate within the same local network.","ARP, Address Resolution Protocol, IP Address, MAC Address",24,978
Text,"Define the term ""bandwidth"" in the context of network communication.","Bandwidth refers to the maximum rate of data transfer across a network, often measured in bits per second (bps).","Bandwidth, Data Transfer Rate, Network Communication",24,979
Text,What is the purpose of VLANs (Virtual Local Area Networks) in networking?,"VLANs allow the segmentation of a physical network into multiple logical networks, enhancing network management and security.","VLAN, Virtual Local Area Network, Network Segmentation",24,980
Text,Explain the concept of NAT (Network Address Translation) in networking.,"NAT translates private IP addresses within a local network to a single public IP address for communication with external networks, enhancing security and address conservation.","NAT, Network Address Translation, IP Address Translation",24,981
Text,"Define the term ""packet switching"" in the context of network communication.","Packet switching involves breaking data into small packets for efficient transmission across a network, with each packet traveling independently to its destination.","Packet Switching, Data Transmission, Network Communication",24,982
Text,What is the role of DHCP (Dynamic Host Configuration Protocol) in networking?,"DHCP automatically assigns IP addresses and network configuration information to devices on a network, simplifying network administration.","DHCP, Dynamic Host Configuration Protocol, IP Address Assignment",24,983
Text,Explain the concept of QoS (Quality of Service) in network management.,"QoS aims to ensure a certain level of performance and reliability for network services, prioritizing critical traffic over less time-sensitive data.","QoS, Quality of Service, Network Management",24,984
Text,What is the purpose of SSL/TLS protocols in network security?,"SSL/TLS protocols provide secure communication over a network, encrypting data to protect it from unauthorized access during transmission.","SSL/TLS, Secure Communication, Network Security",24,985
Text,"Define the term ""ping"" and its use in network troubleshooting.","Ping is a network utility tool used to test the reachability of a host on an internet protocol (IP) network, measuring the round-trip time for messages to travel to the destination and back.","Ping, Network Utility, Network Troubleshooting",24,986
Text,What is the function of a proxy server in network architecture?,"A proxy server acts as an intermediary between clients and servers, forwarding requests and responses to enhance security, performance, and control access.","Proxy Server, Network Intermediary, Security, Performance",24,987
Text,Explain the role of MAC addresses in networking.,"MAC addresses uniquely identify network interfaces on devices, facilitating communication within the same local network and serving as a key component of the data link layer.","MAC Address, Network Interface, Data Link Layer",24,988
MCQ,What is the primary function of routers in computer networks? A. Manage network resources B. Facilitate data packet forwarding between different networks C. Translate IP addresses to MAC addresses,B,,24,989
MCQ,Which network topology connects all devices in a linear sequence? A. Bus topology B. Ring topology C. Star topology,A,,24,990
MCQ,"In the TCP/IP protocol suite, which protocol is responsible for the delivery of packets from the source to the destination with error checking and correction? A. UDP B. ICMP C. TCP",C,,24,991
MCQ,What is the primary role of DNS (Domain Name System) in networking? A. Encrypt network traffic B. Translate domain names to IP addresses C. Manage network security,B,,24,992
MCQ,Which of the following is a valid IPv6 address format? A. 192.168.1.1 B. 2001:0db8:85a3:0000:0000:8a2e:0370:7334 C. 255.255.255.0,B,,24,993
MCQ,What does NAT (Network Address Translation) do in networking? A. Encrypt data packets B. Translate private IP addresses to a single public IP address C. Manage network routing,B,,24,994
MCQ,Which layer of the OSI model is responsible for error detection and correction? A. Physical layer B. Data link layer C. Transport layer,C,,24,995
MCQ,What is the purpose of VLANs (Virtual Local Area Networks) in networking? A. Enhance network security B. Segment a physical network into multiple logical networks C. Manage network resources,B,,24,996
MCQ,What is the significance of the DHCP (Dynamic Host Configuration Protocol) in networking? A. Assigns static IP addresses B. Manages network security C. Automatically assigns IP addresses to devices,C,,24,997
MCQ,Which network device operates at the data link layer and makes forwarding decisions based on MAC addresses? A. Router B. Switch C. Hub,B,,24,998
MCQ,What is the purpose of the ARP (Address Resolution Protocol) in networking? A. Translates IP addresses to domain names B. Maps IP addresses to MAC addresses C. Encrypts network traffic,B,,24,999
MCQ,Which of the following is an example of a reliable transport protocol in the TCP/IP protocol suite? A. UDP B. TCP C. ICMP,B,,24,1000
MCQ,"In networking, what does the term ""bandwidth"" refer to? A. The maximum rate of data transfer across a network B. The physical size of a network C. The distance between devices on a network",A,,24,1001
MCQ,What is the primary function of firewalls in network security? A. Forward data packets between networks B. Monitor and control incoming and outgoing network traffic C. Assign IP addresses to devices,B,,24,1002
MCQ,Which network topology connects all devices to a central hub or switch? A. Ring topology B. Bus topology C. Star topology,C,,24,1003
MCQ,"What does the term ""subnetting"" refer to in IP networking? A. Dividing a larger network into smaller subnetworks B. Combining multiple networks into a single network C. Encrypting network traffic",A,,24,1004
MCQ,What is the primary role of the SSL/TLS protocols in network security? A. Assign IP addresses to devices B. Provide secure communication over a network C. Manage network routing,B,,24,1005
MCQ,Which utility tool is commonly used for network troubleshooting and measuring round-trip time? A. Traceroute B. Ping C. ARP,B,,24,1006
MCQ,"In the context of network communication, what is ""packet switching""? A. Transmitting data in large chunks B. Breaking data into small packets for transmission C. Managing network resources",B,,24,1007
MCQ,What is the role of proxy servers in network architecture? A. Manage network security B. Facilitate communication between devices C. Act as intermediaries for requests and responses,C,,24,1008
T/F,Hubs operate at the physical layer and broadcast data to all connected devices.,TRUE,,24,1009
T/F,DHCP automatically assigns static IP addresses to devices on a network.,FALSE,,24,1010
T/F,The OSI model has five layers.,FALSE,,24,1011
T/F,A switch operates at the physical layer and selectively forwards data based on MAC addresses.,FALSE,,24,1012
T/F,DNS translates IP addresses into human-readable domain names.,FALSE,,24,1013
T/F,Subnetting involves dividing a network into larger segments for better management.,FALSE,,24,1014
T/F,NAT (Network Address Translation) translates public IP addresses to private IP addresses.,FALSE,,24,1015
T/F,Bandwidth refers to the physical size of a network.,FALSE,,24,1016
T/F,Routers operate at the data link layer.,FALSE,,24,1017
T/F,The transport layer of the OSI model is responsible for error detection and correction.,FALSE,,24,1018
T/F,VLANs (Virtual Local Area Networks) are used to manage network security.,FALSE,,24,1019
T/F,The firewall is a device that assigns IP addresses to devices on a network.,FALSE,,24,1020
T/F,ICMP (Internet Control Message Protocol) is a reliable transport protocol.,FALSE,,24,1021
T/F,A proxy server acts as an intermediary between clients and servers.,TRUE,,24,1022
T/F,The ARP (Address Resolution Protocol) maps domain names to IP addresses.,FALSE,,24,1023
T/F,The data link layer of the OSI model is responsible for logical addressing.,FALSE,,24,1024
T/F,QoS (Quality of Service) aims to ensure a specific level of performance for network services.,TRUE,,24,1025
T/F,Packet switching involves transmitting data in large chunks.,FALSE,,24,1026
T/F,SSL/TLS protocols provide insecure communication over a network.,FALSE,,24,1027
T/F,Ping is a network utility tool used for measuring round-trip time and testing host reachability.,TRUE,,24,1028
Text,What is the purpose of the Software Development Life Cycle (SDLC) in software engineering?,"The SDLC is a systematic process used to design, develop, test, and deploy software, ensuring a structured and organized approach to software development.","SDLC, Software Engineering, Software Development Process",25,1029
Text,"Define the term ""requirements engineering"" in software development.","Requirements engineering involves gathering, analyzing, and documenting the needs and expectations of stakeholders to define the functionality and constraints of a software system.","Requirements Engineering, Stakeholder Needs, Software Development",25,1030
Text,Explain the concept of software testing and its importance in the development process.,Software testing involves executing a program to identify errors or bugs and ensure that it meets specified requirements. It is crucial for delivering high-quality and reliable software.,"Software Testing, Bugs, Quality Assurance, Software Development",25,1031
Text,What is the role of version control systems in software development?,"Version control systems track changes to source code, allowing multiple developers to collaborate on a project, manage revisions, and maintain a history of modifications.","Version Control Systems, Source Code Management, Collaboration",25,1032
Text,"Define the term ""software architecture"" and its significance in designing complex systems.","Software architecture refers to the high-level structure of a software system, defining its components, relationships, and interactions. It is crucial for designing scalable and maintainable systems.","Software Architecture, System Design, Scalability",25,1033
Text,What is the purpose of code refactoring in software development?,"Code refactoring involves restructuring existing code without changing its external behavior to improve readability, maintainability, and overall code quality.","Code Refactoring, Code Quality, Software Maintenance",25,1034
Text,Explain the difference between waterfall and agile methodologies in software development.,"The waterfall model follows a sequential and linear approach to development, while agile methodologies prioritize iterative and flexible processes, allowing for adaptive changes and continuous delivery.","Waterfall Model, Agile Methodologies, Iterative Development",25,1035
Text,What is the significance of software documentation in a development project?,"Software documentation provides a comprehensive guide to understanding the design, implementation, and usage of a software system, aiding developers, testers, and other stakeholders.","Software Documentation, Project Communication, Knowledge Transfer",25,1036
Text,"Define the term ""software maintenance"" and its different types.","Software maintenance involves making modifications to software after its deployment. Types of maintenance include corrective, adaptive, perfective, and preventive maintenance.","Software Maintenance, Corrective Maintenance, Adaptive Maintenance",25,1037
Text,What is the role of a software project manager in a development team?,"A software project manager oversees the planning, execution, and completion of a software project. They are responsible for coordinating team efforts, managing resources, and ensuring project success.","Project Manager, Software Project Management, Team Coordination",25,1038
Text,Explain the concept of risk management in software projects.,"Risk management involves identifying, analyzing, and mitigating potential risks that may impact the success of a software project. It aims to minimize uncertainties and ensure project stability.","Risk Management, Software Project Risks, Mitigation Strategies",25,1039
Text,"What are software design patterns, and how do they benefit the development process?","Software design patterns are reusable solutions to common design problems in software development. They promote best practices, improve code maintainability, and enhance system scalability.","Design Patterns, Reusability, Code Maintainability",25,1040
Text,"Define the term ""software configuration management"" (SCM) and its role in version control.","Software configuration management involves tracking and controlling changes to software, including versioning, build management, and release management. It plays a vital role in maintaining software integrity.","SCM, Software Configuration Management, Version Control",25,1041
Text,What is the purpose of a software requirements specification (SRS) document?,"An SRS document outlines the detailed requirements and specifications of a software system, serving as a foundation for design, development, and testing activities.","SRS, Software Requirements Specification, Requirement Documentation",25,1042
Text,Explain the concept of pair programming in agile development.,"Pair programming involves two developers working together at one workstation, with one actively writing code and the other reviewing and providing feedback. It promotes collaboration and code quality.","Pair Programming, Agile Development, Collaboration",25,1043
Text,What is the significance of software quality assurance (SQA) in the development process?,"Software quality assurance focuses on ensuring that software processes and products meet defined quality standards. It involves quality planning, testing, and continuous improvement.","SQA, Software Quality Assurance, Quality Standards",25,1044
Text,"Define the term ""user acceptance testing"" (UAT) in software development.",User acceptance testing involves evaluating a software system's functionality to ensure it meets end-users' expectations and requirements before its final release.,"UAT, User Acceptance Testing, End-User Validation",25,1045
Text,What is the role of a software architect in a development project?,"A software architect is responsible for designing the overall structure and organization of a software system, making high-level decisions, and ensuring that the system meets specified requirements.","Software Architect, System Design, Requirement Fulfillment",25,1046
Text,Explain the concept of continuous integration (CI) in software development.,"Continuous integration involves regularly integrating code changes into a shared repository, followed by automated testing. It helps identify and address integration issues early in the development process.","Continuous Integration, CI/CD, Automated Testing",25,1047
Text,What is the purpose of a software feasibility study in project planning?,"A feasibility study assesses the viability of a software project by examining technical, operational, and economic factors. It helps stakeholders make informed decisions before committing resources.","Feasibility Study, Project Viability, Decision-Making",25,1048
MCQ,What is the primary goal of software engineering? A. Developing software quickly B. Developing software with minimal cost C. Developing high-quality software,C,,25,1049
MCQ,Which software development life cycle model is sequential and linear? A. Agile B. Waterfall C. Spiral,B,,25,1050
MCQ,What is the purpose of requirement analysis in software engineering? A. Identify and document project requirements B. Code the software C. Test the software,A,,25,1051
MCQ,Which testing type is focused on finding errors in the internal logic of a program? A. Unit testing B. Integration testing C. System testing,A,,25,1052
MCQ,What is the role of a version control system in software development? A. Manage project documentation B. Track changes in source code and facilitate collaboration C. Monitor system performance,B,,25,1053
MCQ,"In software engineering, what is the purpose of the ""waterfall"" model? A. Emphasizes iterative development B. Focuses on continuous integration C. Follows a linear and sequential approach",C,,25,1054
MCQ,What is the primary purpose of software documentation? A. Facilitate project planning B. Provide a record of code changes C. Aid in understanding and maintaining the software,C,,25,1055
MCQ,Which software development approach emphasizes customer collaboration and responding to change? A. Waterfall B. Agile C. V-Model,B,,25,1056
MCQ,"What does the term ""refactoring"" mean in the context of software development? A. Adding new features to existing code B. Rewriting code to improve its structure without changing its behavior C. Debugging and fixing errors in code",B,,25,1057
MCQ,"What is the purpose of the ""Scrum"" framework in agile software development? A. Manage project documentation B. Facilitate iterative development and collaboration C. Follow a strict sequential approach",B,,25,1058
MCQ,What is the role of a software architect in the development process? A. Write code for the entire project B. Design the overall structure and behavior of the software C. Manage project timelines and resources,B,,25,1059
MCQ,What is the primary goal of software testing? A. Develop new features B. Ensure the software meets requirements and is free of defects C. Document project specifications,B,,25,1060
MCQ,"In software engineering, what is the purpose of the ""Spiral"" model? A. Emphasizes customer collaboration B. Focuses on continuous integration C. Combines elements of both waterfall and iterative development",C,,25,1061
MCQ,"What is the role of a software project manager? A. Design software architecture B. Write code for the entire project C. Plan, execute, and oversee the development process",C,,25,1062
MCQ,"What does the term ""bug"" refer to in software development? A. A feature request from users B. An error or defect in the code that causes unexpected behavior C. A planned enhancement to the software",B,,25,1063
MCQ,Which software development model is based on the iterative enhancement of evolving prototypes? A. Waterfall B. Agile C. Prototyping,C,,25,1064
MCQ,"What is the purpose of the ""V-Model"" in software engineering? A. Emphasizes customer collaboration B. Defines the sequence of testing activities C. Follows a continuous and adaptive development approach",B,,25,1065
MCQ,"What is the primary purpose of the ""Agile Manifesto"" in agile software development? A. Promote comprehensive documentation B. Prioritize individuals and interactions over processes and tools C. Advocate a rigid and predefined development process",B,,25,1066
MCQ,"What is the significance of ""Pair Programming"" in agile software development? A. Solo coding without collaboration B. Two developers working together on the same code C. Assigning specific roles to developers",B,,25,1067
MCQ,"In software engineering, what is the purpose of the ""RAD"" (Rapid Application Development) model? A. Focuses on extensive planning and documentation B. Emphasizes customer collaboration C. Accelerates development through iterative prototyping",C,,25,1068
T/F,Software requirements are typically fixed and do not change during the development process.,FALSE,,25,1069
T/F,Agile development methodologies prioritize comprehensive documentation over delivering working software.,FALSE,,25,1070
T/F,"In the Waterfall model, each phase must be completed before the next one begins.",TRUE,,25,1071
T/F,Unit testing focuses on finding errors in the interactions between different components or modules of a system.,FALSE,,25,1072
T/F,Refactoring involves rewriting code to change its behavior without altering its structure.,FALSE,,25,1073
T/F,Continuous integration involves merging code changes into a shared repository multiple times a day.,TRUE,,25,1074
T/F,The purpose of the Scrum framework is to follow a strict sequential approach to development.,FALSE,,25,1075
T/F,"In the V-Model, testing activities are carried out in parallel with corresponding development phases.",TRUE,,25,1076
T/F,A software architect is primarily responsible for writing code for the entire project.,FALSE,,25,1077
T/F,The main goal of software testing is to develop new features for the software.,FALSE,,25,1078
T/F,The Spiral model combines elements of both the waterfall model and iterative development.,TRUE,,25,1079
T/F,The primary role of a software project manager is to design the overall structure and behavior of the software.,FALSE,,25,1080
T/F,Prototyping involves the iterative enhancement of evolving prototypes to develop the final software.,TRUE,,25,1081
T/F,The primary purpose of the Agile Manifesto is to prioritize processes and tools over individuals and interactions.,FALSE,,25,1082
T/F,"In pair programming, two developers work independently on different parts of the code.",FALSE,,25,1083
T/F,The RAD (Rapid Application Development) model emphasizes extensive planning and documentation.,FALSE,,25,1084
T/F,Software bugs refer to planned enhancements to the software.,FALSE,,25,1085
T/F,The Agile development approach promotes a rigid and predefined development process.,FALSE,,25,1086
T/F,The primary purpose of the Agile Manifesto is to advocate for comprehensive documentation.,FALSE,,25,1087
T/F,Pair Programming involves two developers working together on the same code.,TRUE,,25,1088
Text,What is encapsulation in C++?,"Encapsulation is the bundling of data and methods that operate on the data into a single unit, often called a class.","Encapsulation, C++",26,1089
Text,Explain the concept of inheritance in C++.,Inheritance is a mechanism where a new class inherits properties and behaviors of an existing class. It promotes code reusability.,"Inheritance, C++",26,1090
Text,What is polymorphism in C++?,Polymorphism allows objects of different types to be treated as objects of a common type. It includes function overloading and overriding.,"Polymorphism, C++",26,1091
Text,How does C++ support operator overloading?,Operator overloading in C++ allows operators to be redefined to work on user-defined data types.,"Operator overloading, C++",26,1092
Text,What is a constructor in C++?,A constructor in C++ is a special member function that is called when an object is created. It initializes the object's data members.,"Constructor, C++",26,1093
Text,Explain the concept of a destructor in C++.,A destructor in C++ is a special member function that is called when an object goes out of scope or is explicitly deleted. It releases resources.,"Destructor, C++",26,1094
Text,What is the purpose of the 'virtual' keyword in C++?,The 'virtual' keyword is used in C++ to declare a virtual function. It enables dynamic polymorphism through function overriding.,"Virtual keyword, C++",26,1095
Text,Define a friend function in C++.,A friend function in C++ is a function that is not a member of a class but has access to its private and protected members.,"Friend function, C++",26,1096
Text,What is the difference between a class and an object in C++?,"A class is a blueprint for creating objects, while an object is an instance of a class.","Class vs. Object, C++",26,1097
Text,Explain the role of the 'this' pointer in C++.,The 'this' pointer in C++ is a pointer that holds the memory address of the current object. It is used to differentiate between class members and parameters with the same name.,"this' pointer, C++",26,1098
MCQ,What is the syntax for declaring a pure virtual function in C++? A. virtual void func() = 0; B. void virtual func() = 0; C. void func() = 0;,A,,26,1099
MCQ,Which access specifier in C++ allows the members to be accessed only within the same class and derived classes? A. Public B. Private C. Protected,C,,26,1100
MCQ,What is the purpose of the 'new' operator in C++? A. Create a new object B. Allocate memory dynamically C. Invoke a constructor,B,,26,1101
MCQ,"In C++, what does the 'const' keyword indicate when used with a member function? A. The function cannot modify the object's data members B. The function cannot be called C. The function is a constructor",A,,26,1102
MCQ,Which C++ keyword is used to explicitly destroy an object? A. delete B. destroy C. dispose,A,,26,1103
MCQ,What is the purpose of the 'typeid' operator in C++? A. Identify the type of an object B. Create a new type C. Access type information at runtime,A,,26,1104
MCQ,Which C++ feature allows a class to inherit the properties of multiple base classes? A. Inheritance B. Polymorphism C. Multiple Inheritance,C,,26,1105
MCQ,What is the syntax for defining a macro in C++? A. #define MACRO_NAME value B. macro MACRO_NAME = value C. MACRO_NAME: value,A,,26,1106
MCQ,How is the 'sizeof' operator used in C++? A. Returns the size of an object or type B. Finds the square root of a number C. Converts data types,A,,26,1107
MCQ,What is the purpose of the 'static' keyword in C++? A. Define a constant B. Declare a static variable C. Indicate a member shared by all instances of a class,C,,26,1108
T/F,"In C++, the 'friend' keyword is used to indicate that a function is a friend of a class.",TRUE,,26,1109
T/F,All member functions in a C++ class are private by default.,FALSE,,26,1110
T/F,"C++ supports multiple inheritance, allowing a class to inherit from more than one base class.",TRUE,,26,1111
T/F,The 'delete' operator in C++ is used to deallocate memory allocated using the 'new' operator.,TRUE,,26,1112
T/F,The 'const' keyword in C++ can be applied only to member functions and not to data members.,FALSE,,26,1113
T/F,"C++ supports the creation of pure virtual functions, which have a body and can be overridden by derived classes.",FALSE,,26,1114
T/F,The 'virtual' keyword in C++ is used to declare a function that cannot be overridden by derived classes.,FALSE,,26,1115
T/F,The 'protected' access specifier in C++ allows members to be accessed only within the same class.,FALSE,,26,1116
T/F,"In C++, the 'sizeof' operator can be used to determine the size of an array.",TRUE,,26,1117
T/F,The 'static' keyword in C++ is used to indicate that a member is shared by all instances of a class.,TRUE,,26,1118
Text,What is a linked list in data structures?,"A linked list is a linear data structure where elements are stored in nodes, and each node points to the next node in the sequence.","Linked list, Nodes",27,1119
Text,Explain the concept of a stack in data structures.,"A stack is a linear data structure that follows the Last In, First Out (LIFO) principle, where the last element added is the first one to be removed.","Stack, LIFO",27,1120
Text,What is the purpose of a binary tree in data structures?,"A binary tree is a hierarchical data structure where each node has at most two children, and it is used for efficient searching and sorting operations.","Binary tree, Hierarchical",27,1121
Text,"Define the term ""hashing"" in data structures.","Hashing is the process of mapping data to a fixed-size array, called a hash table, using a hash function. It enables efficient retrieval of data.","Hashing, Hash table",27,1122
Text,What is the role of a queue in data structures?,"A queue is a linear data structure that follows the First In, First Out (FIFO) principle, where the first element added is the first one to be removed.","Queue, FIFO",27,1123
Text,Explain the concept of recursion in data structures.,Recursion is a programming technique where a function calls itself directly or indirectly to solve a problem in smaller instances.,"Recursion, Recursive function",27,1124
Text,What is the significance of a binary search in data structures?,Binary search is an efficient algorithm for finding a target value within a sorted array by repeatedly dividing the search interval in half.,"Binary search, Algorithm",27,1125
Text,"Define the term ""graph"" in data structures.",A graph is a collection of nodes (vertices) and edges that connect pairs of nodes. It is used to represent relationships between different entities.,"Graph, Nodes, Edges",27,1126
Text,What is the purpose of a doubly linked list in data structures?,"A doubly linked list is a linked list where each node contains a data element and two pointers, one pointing to the next node and another pointing to the previous node.","Doubly linked list, Pointers",27,1127
Text,Explain the concept of time complexity in data structures.,Time complexity is a measure of the amount of time an algorithm takes to complete as a function of the size of the input data.,"Time complexity, Algorithm analysis",27,1128
Text,What is the difference between a queue and a stack in data structures?,"A queue follows the First In, First Out (FIFO) principle, while a stack follows the Last In, First Out (LIFO) principle.","Queue, Stack, FIFO, LIFO",27,1129
Text,"Define the term ""sorting"" in data structures.","Sorting is the process of arranging elements in a specific order, often ascending or descending, to make searching and retrieval more efficient.","Sorting, Order",27,1130
Text,Explain the concept of a priority queue in data structures.,"A priority queue is a data structure where each element is assigned a priority, and elements with higher priority are served before those with lower priority.","Priority queue, Priority",27,1131
Text,What is the role of an AVL tree in data structures?,An AVL tree (Adelson-Velsky and Landis tree) is a self-balancing binary search tree that maintains its height balance during insertions and deletions.,"AVL tree, Self-balancing tree",27,1132
Text,"Define the term ""merge sort"" in data structures.","Merge sort is a sorting algorithm that divides the array into two halves, recursively sorts them, and then merges the sorted halves to produce a sorted array.","Merge sort, Sorting algorithm",27,1133
Text,What is the purpose of a trie in data structures?,"A trie (pronounced ""try"") is a tree-like data structure used to store a dynamic set or associative array, where keys are usually strings.","Trie, Tree-like structure",27,1134
Text,Explain the concept of dynamic programming in data structures.,"Dynamic programming is a technique where a problem is broken down into smaller overlapping subproblems, and solutions to subproblems are stored for reuse.","Dynamic programming, Subproblems",27,1135
Text,What is the significance of a hash collision in data structures?,A hash collision occurs when two different keys hash to the same index in a hash table. Collision resolution techniques are used to handle this situation.,"Hash collision, Collision resolution",27,1136
Text,"Define the term ""BFS"" in the context of graph traversal.",BFS (Breadth-First Search) is a graph traversal algorithm that visits all the vertices of a graph at the same level before moving on to the next level.,"BFS, Graph traversal",27,1137
Text,What is the role of a heap in data structures?,A heap is a specialized tree-based data structure that satisfies the heap property. It is commonly used to implement priority queues.,"Heap, Heap property, Priority queue",27,1138
MCQ,What is the time complexity of quicksort? A. O(n) B. O(n log n) C. O(n^2),B,,27,1139
